,genres,movie_title,imdb_score,movie_imdb_link
248,"
Action, Adventure, Sci-Fi            ",X-Men: First Class,7.7,https://www.imdb.com/title/tt1270798
249,"
Crime, Drama, Mystery            ",Zodiac,7.7,https://www.imdb.com/title/tt0443706
250,"
Crime, Drama, Mystery            ",Memories of Murder,8.1,https://www.imdb.com/title/tt0353969
251,"
Animation, Drama, Fantasy            ",Your Name.,8.4,https://www.imdb.com/title/tt5311514
252,"
Adventure, Drama, Sci-Fi            ",The Martian,8.0,https://www.imdb.com/title/tt3659388
253,"
Biography, Drama, History            ",Hidden Figures,7.8,https://www.imdb.com/title/tt4846340
254,"
Adventure, Biography, Drama            ",Into the Wild,8.1,https://www.imdb.com/title/tt0758758
255,"
Drama, Horror, Mystery            ",The Birds,7.6,https://www.imdb.com/title/tt0056869
256,"
Drama, Mystery, Romance            ",Atonement,7.8,https://www.imdb.com/title/tt0783233
257,"
Comedy, Horror            ",Evil Dead II,7.7,https://www.imdb.com/title/tt0092991
258,"
Crime, Thriller            ",Fargo,8.1,https://www.imdb.com/title/tt0116282
259,"
Crime, Drama, Mystery            ",Mystic River,7.9,https://www.imdb.com/title/tt0327056
260,"
Action, Adventure, Comedy            ",Guardians of the Galaxy Vol. 2,7.6,https://www.imdb.com/title/tt3896198
261,"
Comedy            ",Airplane!,7.7,https://www.imdb.com/title/tt0080339
262,"
Adventure, Drama, Thriller            ",Deliverance,7.7,https://www.imdb.com/title/tt0068473
263,"
Drama, Family            ",Wonder,7.9,https://www.imdb.com/title/tt2543472
264,"
Drama, Romance            ",Portrait of a Lady on Fire,8.1,https://www.imdb.com/title/tt8613070
265,"
Horror, Thriller            ",Dawn of the Dead,7.8,https://www.imdb.com/title/tt0077402
266,"
Drama, Thriller            ",Room,8.1,https://www.imdb.com/title/tt3170832
267,"
Adventure, Comedy, Sci-Fi            ",Back to the Future Part II,7.8,https://www.imdb.com/title/tt0096874
268,"
Family, Fantasy, Musical            ",Willy Wonka & the Chocolate Factory,7.8,https://www.imdb.com/title/tt0067992
269,"
Animation, Action, Adventure            ",The Incredibles,8.0,https://www.imdb.com/title/tt0317705
270,"
Drama, Fantasy, Romance            ",The Curious Case of Benjamin Button,7.8,https://www.imdb.com/title/tt0421715
271,"
Animation, Adventure, Comedy            ",Zootopia,8.0,https://www.imdb.com/title/tt2948356
272,"
Action, Adventure, Sci-Fi            ",Star Wars: Episode VII - The Force Awakens,7.8,https://www.imdb.com/title/tt2488496
273,"
Action, Adventure, Fantasy            ",Star Wars: Episode V - The Empire Strikes Back,8.7,https://www.imdb.com/title/tt0080684
274,"
Drama, Sci-Fi, Thriller            ",The Butterfly Effect,7.6,https://www.imdb.com/title/tt0289879
275,"
Comedy, Drama            ",Lost in Translation,7.7,https://www.imdb.com/title/tt0335266
276,"
Biography, Drama, History            ",12 Years a Slave,8.1,https://www.imdb.com/title/tt2024544
277,"
Adventure, Comedy, Crime            ","O Brother, Where Art Thou?",7.7,https://www.imdb.com/title/tt0190590
278,"
Comedy, Crime            ",My Cousin Vinny,7.6,https://www.imdb.com/title/tt0104952
279,"
Comedy, Drama            ",Little Miss Sunshine,7.8,https://www.imdb.com/title/tt0449059
280,"
Comedy            ",Clerks,7.7,https://www.imdb.com/title/tt0109445
281,"
Biography, Drama, Romance            ",The Theory of Everything,7.7,https://www.imdb.com/title/tt2980516
282,"
Comedy, Drama            ",3 Idiots,8.4,https://www.imdb.com/title/tt1187043
283,"
Action, Adventure, Sci-Fi            ",Captain America: Civil War,7.8,https://www.imdb.com/title/tt3498820
284,"
Drama, Music            ",Sound of Metal,7.7,https://www.imdb.com/title/tt5363618
285,"
Action, Crime, Drama            ",Training Day,7.7,https://www.imdb.com/title/tt0139654
286,"
Comedy, Western            ",Blazing Saddles,7.7,https://www.imdb.com/title/tt0071230
287,"
Comedy            ",Office Space,7.7,https://www.imdb.com/title/tt0151804
288,"
Action, Crime, Thriller            ",I Saw the Devil,7.8,https://www.imdb.com/title/tt1588170
289,"
Crime, Drama            ",The Godfather Part III,7.6,https://www.imdb.com/title/tt0099674
290,"
Drama, Romance, War            ",Casablanca,8.5,https://www.imdb.com/title/tt0034583
291,"
Drama, Fantasy, Horror            ",Tumbbad,8.2,https://www.imdb.com/title/tt8239946
292,"
Mystery, Romance, Thriller            ",Vertigo,8.3,https://www.imdb.com/title/tt0052357
293,"
Action, Crime, Thriller            ",Taken,7.8,https://www.imdb.com/title/tt0936501
294,"
Drama, Romance            ",Before Sunrise,8.1,https://www.imdb.com/title/tt0112471
295,"
Action, Adventure, Drama            ",Apocalypto,7.8,https://www.imdb.com/title/tt0472043
296,"
Biography, Drama, Family            ",The Sound of Music,8.1,https://www.imdb.com/title/tt0059742
297,"
Drama, Music, Romance            ",A Star Is Born,7.6,https://www.imdb.com/title/tt1517451
298,"
Crime, Drama, Mystery            ",L.A. Confidential,8.2,https://www.imdb.com/title/tt0119488
299,"
Action, Adventure, Fantasy            ",Star Wars: Episode VI - Return of the Jedi,8.3,https://www.imdb.com/title/tt0086190
300,"
Drama            ",Manchester by the Sea,7.8,https://www.imdb.com/title/tt4034228
301,"
Action, Adventure, Thriller            ",First Blood,7.7,https://www.imdb.com/title/tt0083944
302,"
Comedy, Drama, Romance            ",Silver Linings Playbook,7.7,https://www.imdb.com/title/tt1045658
303,"
Drama, Thriller            ",The Machinist,7.7,https://www.imdb.com/title/tt0361862
304,"
Comedy, Drama            ",Another Round,7.7,https://www.imdb.com/title/tt10288566
305,"
Comedy, Drama            ",Birdman or (The Unexpected Virtue of Ignorance),7.7,https://www.imdb.com/title/tt2562232
306,"
Comedy, Romance            ",Amélie,8.3,https://www.imdb.com/title/tt0211915
307,"
Action, Adventure, Sci-Fi            ",X-Men: Days of Future Past,7.9,https://www.imdb.com/title/tt1877832
308,"
Animation, Adventure, Family            ",Howl's Moving Castle,8.2,https://www.imdb.com/title/tt0347149
309,"
Action, Biography, Drama            ",Rush,8.1,https://www.imdb.com/title/tt1979320
310,"
Animation, Adventure, Comedy            ",Tangled,7.7,https://www.imdb.com/title/tt0398286
311,"
Action, Comedy, Crime            ","Lock, Stock and Two Smoking Barrels",8.2,https://www.imdb.com/title/tt0120735
312,"
Crime, Drama, Mystery            ",Wind River,7.7,https://www.imdb.com/title/tt5362988
313,"
Action, Adventure, Fantasy            ",Star Wars: Episode III - Revenge of the Sith,7.6,https://www.imdb.com/title/tt0121766
314,"
Action, Drama, Sci-Fi            ",Children of Men,7.9,https://www.imdb.com/title/tt0206634
315,"
Action, Crime, Drama            ",The Fugitive,7.8,https://www.imdb.com/title/tt0106977
316,"
Drama, Family, Fantasy            ",It's a Wonderful Life,8.6,https://www.imdb.com/title/tt0038650
317,"
Animation, Family, Fantasy            ",Beauty and the Beast,8.0,https://www.imdb.com/title/tt0101414
318,"
Drama, Sci-Fi, Thriller            ",Gattaca,7.8,https://www.imdb.com/title/tt0119177
319,"
Comedy, Family, Fantasy            ",Mary Poppins,7.8,https://www.imdb.com/title/tt0058331
320,"
Animation, Adventure, Comedy            ",Up,8.3,https://www.imdb.com/title/tt1049413
321,"
Action, Adventure, Sci-Fi            ",Captain America: The Winter Soldier,7.8,https://www.imdb.com/title/tt1843866
322,"
Comedy, Drama, Romance            ",500 Days of Summer,7.7,https://www.imdb.com/title/tt1022603
323,"
Action, Sci-Fi, Thriller            ",District 9,7.9,https://www.imdb.com/title/tt1136608
324,"
Action, Crime, Mystery            ",Minority Report,7.7,https://www.imdb.com/title/tt0181689
325,"
Animation, Adventure, Comedy            ",Finding Nemo,8.2,https://www.imdb.com/title/tt0266543
326,"
Drama, Romance            ",Brokeback Mountain,7.7,https://www.imdb.com/title/tt0388795
327,"
Crime, Drama, Mystery            ",Inside Man,7.6,https://www.imdb.com/title/tt0454848
328,"
Drama, Mystery, Thriller            ",The Lives of Others,8.4,https://www.imdb.com/title/tt0405094
329,"
Animation, Adventure, Comedy            ",The Little Mermaid,7.6,https://www.imdb.com/title/tt0097757
330,"
Drama, War            ",Platoon,8.1,https://www.imdb.com/title/tt0091763
331,"
Animation, Adventure, Family            ",WALL·E,8.4,https://www.imdb.com/title/tt0910970
332,"
Drama, Sci-Fi            ",Metropolis,8.3,https://www.imdb.com/title/tt0017136
333,"
Adventure, Drama, Fantasy            ",Big Fish,8.0,https://www.imdb.com/title/tt0319061
334,"
Animation, Adventure, Comedy            ",Aladdin,8.0,https://www.imdb.com/title/tt0103639
335,"
Western            ",Once Upon a Time in the West,8.5,https://www.imdb.com/title/tt0064116
336,"
Biography, Drama, Sport            ",Moneyball,7.6,https://www.imdb.com/title/tt1210166
337,"
Animation, Adventure, Comedy            ",Who Framed Roger Rabbit,7.7,https://www.imdb.com/title/tt0096438
338,"
Comedy, War            ",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.4,https://www.imdb.com/title/tt0057012
339,"
Action, Crime, Sci-Fi            ",RoboCop,7.6,https://www.imdb.com/title/tt0093870
340,"
Biography, Drama, History            ",The King's Speech,8.0,https://www.imdb.com/title/tt1504320
341,"
Comedy, Drama            ",Captain Fantastic,7.8,https://www.imdb.com/title/tt3553976
342,"
Drama, Fantasy, Romance            ",Mr. Nobody,7.8,https://www.imdb.com/title/tt0485947
343,"
Comedy, Drama, Romance            ",Moonrise Kingdom,7.8,https://www.imdb.com/title/tt1748122
344,"
Comedy, Fantasy, Romance            ",Midnight in Paris,7.7,https://www.imdb.com/title/tt1605783
345,"
Comedy, Drama, Fantasy            ",Groundhog Day,8.1,https://www.imdb.com/title/tt0107048
346,"
Animation, Drama, War            ",Grave of the Fireflies,8.5,https://www.imdb.com/title/tt0095327
347,"
Biography, Drama, Thriller            ",Argo,7.7,https://www.imdb.com/title/tt1024648
348,"
Biography, Drama, History            ",Downfall,8.2,https://www.imdb.com/title/tt0363163
349,"
Animation, Action, Adventure            ",How to Train Your Dragon,8.1,https://www.imdb.com/title/tt0892769
350,"
Mystery, Thriller            ",Rear Window,8.5,https://www.imdb.com/title/tt0047396
351,"
Drama, Western            ",Unforgiven,8.2,https://www.imdb.com/title/tt0105695
352,"
Crime, Drama, Thriller            ",Hell or High Water,7.6,https://www.imdb.com/title/tt2582782
353,"
Drama, Sci-Fi, Thriller            ",Gravity,7.7,https://www.imdb.com/title/tt1454468
354,"
Animation, Adventure, Comedy            ",Soul,8.0,https://www.imdb.com/title/tt2948372
355,"
Drama, Thriller            ",A Few Good Men,7.7,https://www.imdb.com/title/tt0104257
356,"
Action, Adventure, Drama            ",The Last of the Mohicans,7.7,https://www.imdb.com/title/tt0104691
357,"
Drama, Romance, War            ",Gone with the Wind,8.2,https://www.imdb.com/title/tt0031381
358,"
Drama, Sci-Fi            ",Close Encounters of the Third Kind,7.6,https://www.imdb.com/title/tt0075860
359,"
Mystery, Sci-Fi, Thriller            ",12 Monkeys,8.0,https://www.imdb.com/title/tt0114746
360,"
Action, Crime, Thriller            ",Kill Bill: Vol. 2,8.0,https://www.imdb.com/title/tt0378194
361,"
Drama, Mystery            ",Incendies,8.3,https://www.imdb.com/title/tt1255953
362,"
Drama            ",Capernaum,8.4,https://www.imdb.com/title/tt8267604
363,"
Adventure, Comedy, Fantasy            ",Monty Python and the Holy Grail,8.2,https://www.imdb.com/title/tt0071853
364,"
Biography, Drama, Sport            ",Remember the Titans,7.8,https://www.imdb.com/title/tt0210945
365,"
Drama, Mystery            ",Citizen Kane,8.3,https://www.imdb.com/title/tt0033467
366,"
Biography, Drama            ",The Pursuit of Happyness,8.0,https://www.imdb.com/title/tt0454921
367,"
Drama, Mystery, Thriller            ",Chinatown,8.2,https://www.imdb.com/title/tt0071315
368,"
Animation, Adventure, Comedy            ",Fantastic Mr. Fox,7.9,https://www.imdb.com/title/tt0432283
369,"
Comedy, Crime, Thriller            ",Arsenic and Old Lace,7.9,https://www.imdb.com/title/tt0036613
370,"
Action, Mystery, Thriller            ",The Bourne Identity,7.9,https://www.imdb.com/title/tt0258463
371,"
Crime, Drama, Romance            ",Slumdog Millionaire,8.0,https://www.imdb.com/title/tt1010048
372,"
Action, Adventure, Drama            ",The Count of Monte Cristo,7.7,https://www.imdb.com/title/tt0245844
373,"
Biography, Crime, Drama            ",American Gangster,7.8,https://www.imdb.com/title/tt0765429
374,"
Comedy, Drama, Romance            ",The Graduate,8.0,https://www.imdb.com/title/tt0061722
375,"
Drama            ",What's Eating Gilbert Grape,7.7,https://www.imdb.com/title/tt0108550
376,"
Adventure, Drama, Romance            ",Cast Away,7.8,https://www.imdb.com/title/tt0162222
377,"
Adventure, Biography, Drama            ",Lawrence of Arabia,8.3,https://www.imdb.com/title/tt0056172
378,"
Drama, War            ",The Deer Hunter,8.1,https://www.imdb.com/title/tt0077416
379,"
Drama, Western            ",True Grit,7.6,https://www.imdb.com/title/tt1403865
380,"
Comedy, Music, Romance            ",Some Like It Hot,8.2,https://www.imdb.com/title/tt0053291
381,"
Animation, Action, Adventure            ",Kung Fu Panda,7.6,https://www.imdb.com/title/tt0441773
382,"
Crime, Drama, Thriller            ",The Untouchables,7.9,https://www.imdb.com/title/tt0094226
383,"
Comedy, Drama, Romance            ",As Good as It Gets,7.7,https://www.imdb.com/title/tt0119822
384,"
Animation, Adventure, Comedy            ",Toy Story 4,7.7,https://www.imdb.com/title/tt1979376
385,"
Biography, Drama            ",Dallas Buyers Club,7.9,https://www.imdb.com/title/tt0790636
386,"
Drama            ",Scent of a Woman,8.0,https://www.imdb.com/title/tt0105323
387,"
Crime, Drama            ",To Kill a Mockingbird,8.3,https://www.imdb.com/title/tt0056592
388,"
Drama, Horror            ",Freaks,7.8,https://www.imdb.com/title/tt0022913
389,"
Action, Crime, Drama            ",K.G.F: Chapter 2,8.4,https://www.imdb.com/title/tt10698680
390,"
Drama            ",Rain Man,8.0,https://www.imdb.com/title/tt0095953
391,"
Comedy, Drama            ",The Royal Tenenbaums,7.6,https://www.imdb.com/title/tt0265666
392,"
Action, Adventure            ",Indiana Jones and the Last Crusade,8.2,https://www.imdb.com/title/tt0097576
393,"
Crime, Drama, Thriller            ",Crash,7.8,https://www.imdb.com/title/tt0375679
394,"
Drama, History, War            ",Empire of the Sun,7.7,https://www.imdb.com/title/tt0092965
395,"
Drama, History, War            ",The Thin Red Line,7.6,https://www.imdb.com/title/tt0120863
396,"
Drama, Horror, Mystery            ",The Skin I Live In,7.6,https://www.imdb.com/title/tt1189073
397,"
Action, Biography, Drama            ",The Fighter,7.8,https://www.imdb.com/title/tt0964517
398,"
Action, Crime, Drama            ",3:10 to Yuma,7.7,https://www.imdb.com/title/tt0381849
399,"
Drama, Romance            ",The Fault in Our Stars,7.7,https://www.imdb.com/title/tt2582846
400,"
Drama, War            ",The Boy in the Striped Pajamas,7.7,https://www.imdb.com/title/tt0914798
401,"
Action, Drama            ",Seven Samurai,8.6,https://www.imdb.com/title/tt0047478
402,"
Adventure, Drama, Fantasy            ",Life of Pi,7.9,https://www.imdb.com/title/tt0454876
403,"
Action, Drama            ",The Last Samurai,7.8,https://www.imdb.com/title/tt0325710
404,"
Action, Adventure, Sci-Fi            ",Star Trek Into Darkness,7.7,https://www.imdb.com/title/tt1408101
405,"
Crime, Drama, Thriller            ",Road to Perdition,7.7,https://www.imdb.com/title/tt0257044
406,"
Animation, Action, Adventure            ",Princess Mononoke,8.4,https://www.imdb.com/title/tt0119698
407,"
Adventure, Drama, History            ",Apollo 13,7.7,https://www.imdb.com/title/tt0112384
408,"
Drama            ",Magnolia,8.0,https://www.imdb.com/title/tt0175880
409,"
Action, Adventure, Sci-Fi            ",Serenity,7.8,https://www.imdb.com/title/tt0379786
410,"
Horror            ",The Innocents,7.8,https://www.imdb.com/title/tt0055018
411,"
Action, Crime, Thriller            ",Lethal Weapon,7.6,https://www.imdb.com/title/tt0093409
412,"
Action, Crime, Drama            ",Vikram Vedha,8.3,https://www.imdb.com/title/tt6148156
413,"
Biography, Drama            ",Rocketry: The Nambi Effect,8.8,https://www.imdb.com/title/tt9263550
414,"
Adventure, Drama, Thriller            ",Blood Diamond,8.0,https://www.imdb.com/title/tt0450259
415,"
Crime, Drama, Mystery            ",The Invisible Guest,8.0,https://www.imdb.com/title/tt4857264
416,"
Drama, Mystery, Romance            ",The Secret in Their Eyes,8.2,https://www.imdb.com/title/tt1305806
417,"
Animation, Adventure, Comedy            ",Toy Story 3,8.3,https://www.imdb.com/title/tt0435761
418,"
Drama            ",The Color Purple,7.7,https://www.imdb.com/title/tt0088939
419,"
Comedy, Drama, Romance            ",Me and Earl and the Dying Girl,7.7,https://www.imdb.com/title/tt2582496
420,"
Drama, Sci-Fi            ",Brazil,7.9,https://www.imdb.com/title/tt0088846
421,"
Drama, Mystery, Sci-Fi            ",Moon,7.8,https://www.imdb.com/title/tt1182345
422,"
Biography, Drama            ",Lion,8.0,https://www.imdb.com/title/tt3741834
423,"
Comedy, Drama, Thriller            ",Wild Tales,8.1,https://www.imdb.com/title/tt3011894
424,"
Drama, Romance            ",In the Mood for Love,8.1,https://www.imdb.com/title/tt0118694
425,"
Animation, Adventure, Comedy            ",Mulan,7.6,https://www.imdb.com/title/tt0120762
426,"
Drama, Romance            ",The Last Picture Show,8.0,https://www.imdb.com/title/tt0067328
427,"
Crime, Drama            ",A Bronx Tale,7.8,https://www.imdb.com/title/tt0106489
428,"
Drama, Sport            ",Million Dollar Baby,8.1,https://www.imdb.com/title/tt0405159
429,"
Drama, History, Thriller            ",The Trial of the Chicago 7,7.7,https://www.imdb.com/title/tt1070874
430,"
Action, Adventure, Thriller            ",Goldfinger,7.7,https://www.imdb.com/title/tt0058150
431,"
Crime, Drama            ",Boyz n the Hood,7.8,https://www.imdb.com/title/tt0101507
432,"
Crime, Drama, Thriller            ",21 Grams,7.6,https://www.imdb.com/title/tt0315733
433,"
Action, Adventure, Thriller            ",Die Hard with a Vengeance,7.6,https://www.imdb.com/title/tt0112864
434,"
Adventure, Drama, Western            ",Dances with Wolves,8.0,https://www.imdb.com/title/tt0099348
435,"
Action, Adventure, Mystery            ",North by Northwest,8.3,https://www.imdb.com/title/tt0053125
436,"
Animation, Crime, Drama            ",Perfect Blue,8.0,https://www.imdb.com/title/tt0156887
437,"
Comedy, Crime, Drama            ",The Sting,8.3,https://www.imdb.com/title/tt0070735
438,"
Drama            ",Who's Afraid of Virginia Woolf?,8.0,https://www.imdb.com/title/tt0061184
439,"
Animation, Action, Adventure            ",The Iron Giant,8.1,https://www.imdb.com/title/tt0129167
440,"
Biography, Drama, History            ",Dark Waters,7.6,https://www.imdb.com/title/tt9071322
441,"
Animation, Adventure, Comedy            ",Wreck-It Ralph,7.7,https://www.imdb.com/title/tt1772341
442,"
Drama, Romance            ",Sense and Sensibility,7.7,https://www.imdb.com/title/tt0114388
443,"
Drama            ",Gran Torino,8.1,https://www.imdb.com/title/tt1205489
444,"
Animation, Comedy, Family            ",My Neighbor Totoro,8.1,https://www.imdb.com/title/tt0096283
445,"
Action, Thriller            ",Vikram,8.4,https://www.imdb.com/title/tt9179430
446,"
Drama, Romance            ",Cinema Paradiso,8.5,https://www.imdb.com/title/tt0095765
447,"
Comedy, Drama            ",Do the Right Thing,7.9,https://www.imdb.com/title/tt0097216
448,"
Adventure, Comedy, Family            ",Paddington 2,7.8,https://www.imdb.com/title/tt4468740
449,"
Drama, War            ",The Boat,8.4,https://www.imdb.com/title/tt0082096
450,"
Biography, Drama, History            ",Straight Outta Compton,7.8,https://www.imdb.com/title/tt1398426
451,"
Drama            ",Rebel Without a Cause,7.6,https://www.imdb.com/title/tt0048545
452,"
Animation, Action, Adventure            ",The Lego Movie,7.7,https://www.imdb.com/title/tt1490017
453,"
Crime, Drama            ","Blood In, Blood Out",7.9,https://www.imdb.com/title/tt0106469
454,"
Crime, Drama            ",Cool Hand Luke,8.1,https://www.imdb.com/title/tt0061512
455,"
Drama, Horror, Thriller            ",What Ever Happened to Baby Jane?,8.0,https://www.imdb.com/title/tt0056687
456,"
Biography, Drama, Music            ",Walk the Line,7.8,https://www.imdb.com/title/tt0358273
457,"
Crime, Drama            ",Dogville,8.0,https://www.imdb.com/title/tt0276919
458,"
Fantasy, Mystery, Sci-Fi            ",Dark City,7.6,https://www.imdb.com/title/tt0118929
459,"
Animation, Action, Adventure            ",Big Hero 6,7.8,https://www.imdb.com/title/tt2245084
460,"
Animation, Adventure, Comedy            ",Toy Story 2,7.9,https://www.imdb.com/title/tt0120363
461,"
Crime, Drama, Thriller            ",Eastern Promises,7.6,https://www.imdb.com/title/tt0765443
462,"
Biography, Drama, Sport            ",Raging Bull,8.2,https://www.imdb.com/title/tt0081398
463,"
Biography, Crime, Drama            ",Changeling,7.8,https://www.imdb.com/title/tt0824747
464,"
Adventure, Drama, History            ",The Great Escape,8.2,https://www.imdb.com/title/tt0057115
465,"
Biography, Crime, Drama            ",Butch Cassidy and the Sundance Kid,8.0,https://www.imdb.com/title/tt0064115
466,"
Biography, Crime, Drama            ",Donnie Brasco,7.7,https://www.imdb.com/title/tt0119008
467,"
Comedy, Music            ",This Is Spinal Tap,7.9,https://www.imdb.com/title/tt0088258
468,"
Animation, Adventure, Family            ",Snow White and the Seven Dwarfs,7.6,https://www.imdb.com/title/tt0029583
469,"
Action, Adventure, Sci-Fi            ",The Road Warrior,7.6,https://www.imdb.com/title/tt0082694
470,"
Drama            ",Sling Blade,8.0,https://www.imdb.com/title/tt0117666
471,"
Action, Thriller            ",The Boondock Saints,7.7,https://www.imdb.com/title/tt0144117
472,"
Animation, Adventure, Comedy            ",The Mitchells vs the Machines,7.6,https://www.imdb.com/title/tt7979580
473,"
Drama            ",Boyhood,7.9,https://www.imdb.com/title/tt1065073
474,"
Crime, Drama, Mystery            ",Glengarry Glen Ross,7.7,https://www.imdb.com/title/tt0104348
475,"
Drama, Sci-Fi            ",Stalker,8.1,https://www.imdb.com/title/tt0079944
476,"
Comedy, Drama, Fantasy            ",Being John Malkovich,7.8,https://www.imdb.com/title/tt0120601
477,"
Comedy, Crime            ",The Naked Gun: From the Files of Police Squad!,7.6,https://www.imdb.com/title/tt0095705
478,"
Biography, Crime, Drama            ",Dog Day Afternoon,8.0,https://www.imdb.com/title/tt0072890
479,"
Action, Drama            ",Baahubali: The Beginning,8.0,https://www.imdb.com/title/tt2631186
480,"
Action, Adventure, Crime            ",End of Watch,7.6,https://www.imdb.com/title/tt1855199
481,"
Biography, Drama            ",Awakenings,7.8,https://www.imdb.com/title/tt0099077
482,"
Action, Adventure, Drama            ","Crouching Tiger, Hidden Dragon",7.9,https://www.imdb.com/title/tt0190332
483,"
Comedy            ",Life of Brian,8.0,https://www.imdb.com/title/tt0079470
484,"
Crime, Drama, Mystery            ",Gone Baby Gone,7.6,https://www.imdb.com/title/tt0452623
485,"
Adventure, Comedy, Drama            ",Hunt for the Wilderpeople,7.8,https://www.imdb.com/title/tt4698684
486,"
Adventure, Drama, Family            ",The Ten Commandments,7.9,https://www.imdb.com/title/tt0049833
487,"
Comedy, Musical, Romance            ",Singin' in the Rain,8.3,https://www.imdb.com/title/tt0045152
488,"
Crime, Drama, Thriller            ",Carlito's Way,7.9,https://www.imdb.com/title/tt0106519
489,"
Animation, Action, Drama            ",Akira,8.0,https://www.imdb.com/title/tt0094625
490,"
Drama, Romance            ",Before Sunset,8.1,https://www.imdb.com/title/tt0381681
491,"
Action, Biography, Crime            ",Captain Phillips,7.8,https://www.imdb.com/title/tt1535109
492,"
Drama            ",Philadelphia,7.7,https://www.imdb.com/title/tt0107818
